Date,name,Scenario,Figure,Value,BusinessUnit,Factor
7/1/2020,Coal Mined (Mt),Actual,Month,6.91452,Deep Earth Exploration Unit,1000000
7/1/2020,Coal Mined (Mt),Plan,Year-To-Date,49.45956,Deep Earth Exploration Unit,1000000
8/1/2020,Coal Mined (Mt),Actual,Year-To-Date,11.86608,ACME,1000000
8/1/2020,Coal Mined (Mt),Actual,Month,1.60164,ACME,1000000
8/1/2020,Coal Dry Mining (Mt),Plan,Month,0.34824,ACME,1000000
8/1/2020,Utility (%),Actual,Year-To-Date,48.96876,Deep Earth Exploration Unit,1
8/1/2020,Utility (%),Actual,Month,58.09932,Deep Earth Exploration Unit,1
8/1/2020,Utility (%),Plan,Year-To-Date,60.285,Deep Earth Exploration Unit,1
8/1/2020,Utility (%),Plan,Month,68.16,Deep Earth Exploration Unit,1
8/1/2020,Coal Mined (Mt),Plan,Year-To-Date,7.66644,ACME,1000000
8/1/2020,Coal Mined (Mt),Plan,Month,1.76376,ACME,1000000
8/1/2020,Yield (%),Actual,Year-To-Date,36.98076,Deep Earth Exploration Unit,1
8/1/2020,Yield (%),Actual,Month,42.81816,Deep Earth Exploration Unit,1
8/1/2020,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
8/1/2020,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
8/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,9.58164,Deep Earth Exploration Unit,1000000
8/1/2020,Coal Dry Mining (Mt),Actual,Month,1.44336,Deep Earth Exploration Unit,1000000
8/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,0,Deep Earth Exploration Unit,1000000
8/1/2020,Coal Dry Mining (Mt),Plan,Month,0,Deep Earth Exploration Unit,1000000
8/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,3.2748,ACME,1000000
8/1/2020,Coal Dry Mining (Mt),Actual,Month,0.51576,ACME,1000000
8/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,2.34228,ACME,1000000
8/1/2020,Drills per Hour (TOH),Actual,Month,29895.6972,Pacific Surface Mining Solutions,1
8/1/2020,Drills per Hour (TOH),Actual,Month,23593.58616,Geomining Innovations,1
8/1/2020,Drills per Hour (TOH),Actual,Month,269.47272,Deep Earth Exploration Unit,1
8/1/2020,Drills per Hour (TOH),Actual,Month,157.74288,ACME,1
8/1/2020,Drills per Hour (TOH),Actual,Month,49389.98808,Rock Solid Enterprises,1
8/1/2020,Drills per Hour (TOH),Actual,Month,4955.7582,Core Extraction Systems,1
8/1/2020,Drills per Hour (TOH),Actual,Month,6623.68788,Mineral Extraction Technologies,1
8/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,5010.35952,Quarrying Ventures,1
8/1/2020,Rate (Mt.EFH Km),Actual,Month,4741.47924,Quarrying Ventures,1
8/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,7978.42668,Geomining Innovations,1
8/1/2020,Rate (Mt.EFH Km),Actual,Month,8275.83012,Geomining Innovations,1
8/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,5014.31964,Core Extraction Systems,1
8/1/2020,Rate (Mt.EFH Km),Actual,Month,5162.14908,Core Extraction Systems,1
8/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,4028.42928,Mineral Extraction Technologies,1
8/1/2020,Rate (Mt.EFH Km),Actual,Month,3843.9834,Mineral Extraction Technologies,1
8/1/2020,Coal Mined (Mt),Actual,Year-To-Date,52.12344,Deep Earth Exploration Unit,1000000
8/1/2020,Coal Mined (Mt),Actual,Month,7.45956,Deep Earth Exploration Unit,1000000
8/1/2020,Coal Mined (Mt),Plan,Year-To-Date,57.126,Deep Earth Exploration Unit,1000000
9/1/2020,Coal Mined (Mt),Actual,Year-To-Date,13.70244,ACME,1000000
9/1/2020,Coal Mined (Mt),Actual,Month,1.83636,ACME,1000000
9/1/2020,Coal Dry Mining (Mt),Plan,Month,0.33696,ACME,1000000
9/1/2020,Utility (%),Actual,Year-To-Date,49.2,Deep Earth Exploration Unit,1
9/1/2020,Utility (%),Actual,Month,57.6,Deep Earth Exploration Unit,1
9/1/2020,Utility (%),Plan,Year-To-Date,61.11996,Deep Earth Exploration Unit,1
9/1/2020,Utility (%),Plan,Month,67.8,Deep Earth Exploration Unit,1
9/1/2020,Coal Mined (Mt),Plan,Year-To-Date,5.06916,ACME,1000000
9/1/2020,Coal Mined (Mt),Plan,Month,1.80396,ACME,1000000
9/1/2020,Yield (%),Actual,Year-To-Date,37.2,Deep Earth Exploration Unit,1
9/1/2020,Yield (%),Actual,Month,42,Deep Earth Exploration Unit,1
9/1/2020,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
9/1/2020,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
9/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,10.99188,Deep Earth Exploration Unit,1000000
9/1/2020,Coal Dry Mining (Mt),Actual,Month,1.41024,Deep Earth Exploration Unit,1000000
9/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,0,Deep Earth Exploration Unit,1000000
9/1/2020,Coal Dry Mining (Mt),Plan,Month,0,Deep Earth Exploration Unit,1000000
9/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,3.78132,ACME,1000000
9/1/2020,Coal Dry Mining (Mt),Actual,Month,0.50664,ACME,1000000
9/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,2.67924,ACME,1000000
9/1/2020,Drills per Hour (TOH),Actual,Month,30009.67236,Pacific Surface Mining Solutions,1
9/1/2020,Drills per Hour (TOH),Actual,Month,20032.47588,Geomining Innovations,1
9/1/2020,Drills per Hour (TOH),Actual,Month,258.48432,Deep Earth Exploration Unit,1
9/1/2020,Drills per Hour (TOH),Actual,Month,143.08392,ACME,1
9/1/2020,Drills per Hour (TOH),Actual,Month,48561.77412,Rock Solid Enterprises,1
9/1/2020,Drills per Hour (TOH),Actual,Month,5488.97676,Core Extraction Systems,1
9/1/2020,Drills per Hour (TOH),Actual,Month,6722.65764,Mineral Extraction Technologies,1
9/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,5016.10944,Quarrying Ventures,1
9/1/2020,Rate (Mt.EFH Km),Actual,Month,5062.8762,Quarrying Ventures,1
9/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,8001.90888,Geomining Innovations,1
9/1/2020,Rate (Mt.EFH Km),Actual,Month,8192.86524,Geomining Innovations,1
9/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,5052.7188,Core Extraction Systems,1
9/1/2020,Rate (Mt.EFH Km),Actual,Month,5359.32432,Core Extraction Systems,1
9/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,4097.47728,Mineral Extraction Technologies,1
9/1/2020,Rate (Mt.EFH Km),Actual,Month,4660.7598,Mineral Extraction Technologies,1
9/1/2020,Coal Mined (Mt),Actual,Year-To-Date,59.11908,Deep Earth Exploration Unit,1000000
9/1/2020,Coal Mined (Mt),Actual,Month,6.99576,Deep Earth Exploration Unit,1000000
9/1/2020,Coal Mined (Mt),Plan,Year-To-Date,62.19516,Deep Earth Exploration Unit,1000000
10/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,5151.35184,Core Extraction Systems,1
10/1/2020,Rate (Mt.EFH Km),Actual,Month,5991.01584,Core Extraction Systems,1
10/1/2020,Utility (%),Actual,Month,49.371,Deep Earth Exploration Unit,1
10/1/2020,Utility (%),Plan,Year-To-Date,61.56,Deep Earth Exploration Unit,1
10/1/2020,Utility (%),Plan,Month,65.52,Deep Earth Exploration Unit,1
10/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,0,Deep Earth Exploration Unit,1000000
10/1/2020,Coal Dry Mining (Mt),Plan,Month,0,Deep Earth Exploration Unit,1000000
10/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,4.15452,ACME,1000000
10/1/2020,Coal Dry Mining (Mt),Actual,Month,0.3732,ACME,1000000
10/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,3.02748,ACME,1000000
10/1/2020,Coal Dry Mining (Mt),Plan,Month,0.34824,ACME,1000000
10/1/2020,Utility (%),Actual,Year-To-Date,49.2,Deep Earth Exploration Unit,1
10/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,4107.15684,Mineral Extraction Technologies,1
10/1/2020,Rate (Mt.EFH Km),Actual,Month,4192.94112,Mineral Extraction Technologies,1
10/1/2020,Coal Mined (Mt),Actual,Year-To-Date,65.10216,Deep Earth Exploration Unit,1000000
10/1/2020,Coal Mined (Mt),Actual,Month,5.98296,Deep Earth Exploration Unit,1000000
10/1/2020,Coal Mined (Mt),Plan,Year-To-Date,69.50448,Deep Earth Exploration Unit,1000000
10/1/2020,Coal Mined (Mt),Plan,Month,7.30932,Deep Earth Exploration Unit,1000000
10/1/2020,Coal Mined (Mt),Actual,Year-To-Date,15.23604,ACME,1000000
10/1/2020,Coal Mined (Mt),Actual,Month,1.5336,ACME,1000000
10/1/2020,Coal Mined (Mt),Plan,Year-To-Date,7.30932,ACME,1000000
10/1/2020,Coal Mined (Mt),Plan,Month,1.9008,ACME,1000000
10/1/2020,Yield (%),Actual,Year-To-Date,34.68,Deep Earth Exploration Unit,1
10/1/2020,Yield (%),Actual,Month,34.64388,Deep Earth Exploration Unit,1
10/1/2020,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
10/1/2020,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
10/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,12.38616,Deep Earth Exploration Unit,1000000
10/1/2020,Coal Dry Mining (Mt),Actual,Month,1.39428,Deep Earth Exploration Unit,1000000
10/1/2020,Drills per Hour (TOH),Actual,Month,30615.61164,Pacific Surface Mining Solutions,1
10/1/2020,Drills per Hour (TOH),Actual,Month,25792.14324,Geomining Innovations,1
10/1/2020,Drills per Hour (TOH),Actual,Month,225.94044,Deep Earth Exploration Unit,1
10/1/2020,Drills per Hour (TOH),Actual,Month,123.40128,ACME,1
10/1/2020,Drills per Hour (TOH),Actual,Month,46883.3478,Rock Solid Enterprises,1
10/1/2020,Drills per Hour (TOH),Actual,Month,5346.56436,Core Extraction Systems,1
10/1/2020,Drills per Hour (TOH),Actual,Month,6717.26952,Mineral Extraction Technologies,1
10/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,5004.59064,Quarrying Ventures,1
10/1/2020,Rate (Mt.EFH Km),Actual,Month,4902.7788,Quarrying Ventures,1
10/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,8049.80136,Geomining Innovations,1
11/1/2020,Coal Mined (Mt),Actual,Year-To-Date,16.96416,ACME,1000000
11/1/2020,Coal Mined (Mt),Actual,Month,1.72812,ACME,1000000
11/1/2020,Coal Dry Mining (Mt),Plan,Month,0.33696,ACME,1000000
11/1/2020,Utility (%),Actual,Year-To-Date,48.93636,Deep Earth Exploration Unit,1
11/1/2020,Utility (%),Actual,Month,39.19164,Deep Earth Exploration Unit,1
11/1/2020,Utility (%),Plan,Year-To-Date,61.9854,Deep Earth Exploration Unit,1
11/1/2020,Utility (%),Plan,Month,66.24,Deep Earth Exploration Unit,1
11/1/2020,Coal Mined (Mt),Plan,Year-To-Date,7.41912,ACME,1000000
11/1/2020,Coal Mined (Mt),Plan,Month,1.77552,ACME,1000000
11/1/2020,Yield (%),Actual,Year-To-Date,35.5896,Deep Earth Exploration Unit,1
11/1/2020,Yield (%),Actual,Month,44.60736,Deep Earth Exploration Unit,1
11/1/2020,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
11/1/2020,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
11/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,14.10504,Deep Earth Exploration Unit,1000000
11/1/2020,Coal Dry Mining (Mt),Actual,Month,1.71888,Deep Earth Exploration Unit,1000000
11/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,0,Deep Earth Exploration Unit,1000000
11/1/2020,Coal Dry Mining (Mt),Plan,Month,0,Deep Earth Exploration Unit,1000000
11/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,4.65432,ACME,1000000
11/1/2020,Coal Dry Mining (Mt),Actual,Month,0.49968,ACME,1000000
11/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,3.36444,ACME,1000000
11/1/2020,Drills per Hour (TOH),Actual,Month,30943.89504,Pacific Surface Mining Solutions,1
11/1/2020,Drills per Hour (TOH),Actual,Month,24547.69356,Geomining Innovations,1
11/1/2020,Drills per Hour (TOH),Actual,Month,204.1854,Deep Earth Exploration Unit,1
11/1/2020,Drills per Hour (TOH),Actual,Month,141.22596,ACME,1
11/1/2020,Drills per Hour (TOH),Actual,Month,49329.28404,Rock Solid Enterprises,1
11/1/2020,Drills per Hour (TOH),Actual,Month,4904.87652,Core Extraction Systems,1
11/1/2020,Drills per Hour (TOH),Actual,Month,6999.396,Mineral Extraction Technologies,1
11/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,4973.5608,Quarrying Ventures,1
11/1/2020,Rate (Mt.EFH Km),Actual,Month,4658.09052,Quarrying Ventures,1
11/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,8085.39528,Geomining Innovations,1
11/1/2020,Rate (Mt.EFH Km),Actual,Month,8463.96924,Geomining Innovations,1
11/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,5177.61648,Core Extraction Systems,1
11/1/2020,Rate (Mt.EFH Km),Actual,Month,5417.2452,Core Extraction Systems,1
11/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,4136.33328,Mineral Extraction Technologies,1
11/1/2020,Rate (Mt.EFH Km),Actual,Month,4433.67648,Mineral Extraction Technologies,1
11/1/2020,Coal Mined (Mt),Actual,Year-To-Date,71.0634,Deep Earth Exploration Unit,1000000
11/1/2020,Coal Mined (Mt),Actual,Month,5.96124,Deep Earth Exploration Unit,1000000
11/1/2020,Coal Mined (Mt),Plan,Year-To-Date,76.92372,Deep Earth Exploration Unit,1000000
12/1/2020,Coal Mined (Mt),Actual,Year-To-Date,18.39888,ACME,1000000
12/1/2020,Coal Mined (Mt),Actual,Month,1.43472,ACME,1000000
12/1/2020,Coal Dry Mining (Mt),Plan,Month,0.34824,ACME,1000000
12/1/2020,Utility (%),Actual,Year-To-Date,49.15884,Deep Earth Exploration Unit,1
12/1/2020,Utility (%),Actual,Month,51.48,Deep Earth Exploration Unit,1
12/1/2020,Utility (%),Plan,Year-To-Date,62.43996,Deep Earth Exploration Unit,1
12/1/2020,Utility (%),Plan,Month,67.44,Deep Earth Exploration Unit,1
12/1/2020,Coal Mined (Mt),Plan,Year-To-Date,7.66644,ACME,1000000
12/1/2020,Coal Mined (Mt),Plan,Month,1.72368,ACME,1000000
12/1/2020,Yield (%),Actual,Year-To-Date,37.22724,Deep Earth Exploration Unit,1
12/1/2020,Yield (%),Actual,Month,36.95028,Deep Earth Exploration Unit,1
12/1/2020,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
12/1/2020,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
12/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,15.83088,Deep Earth Exploration Unit,1000000
12/1/2020,Coal Dry Mining (Mt),Actual,Month,1.72584,Deep Earth Exploration Unit,1000000
12/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,0,Deep Earth Exploration Unit,1000000
12/1/2020,Coal Dry Mining (Mt),Plan,Month,0,Deep Earth Exploration Unit,1000000
12/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,5.04084,ACME,1000000
12/1/2020,Coal Dry Mining (Mt),Actual,Month,0.38664,ACME,1000000
12/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,3.71256,ACME,1000000
12/1/2020,Drills per Hour (TOH),Actual,Month,30987.1872,Pacific Surface Mining Solutions,1
12/1/2020,Drills per Hour (TOH),Actual,Month,33287.8896,Geomining Innovations,1
12/1/2020,Drills per Hour (TOH),Actual,Month,228.09516,Deep Earth Exploration Unit,1
12/1/2020,Drills per Hour (TOH),Actual,Month,127.87656,ACME,1
12/1/2020,Drills per Hour (TOH),Actual,Month,49956.92424,Rock Solid Enterprises,1
12/1/2020,Drills per Hour (TOH),Actual,Month,4922.54256,Core Extraction Systems,1
12/1/2020,Drills per Hour (TOH),Actual,Month,7115.36124,Mineral Extraction Technologies,1
12/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,5014.75452,Quarrying Ventures,1
12/1/2020,Rate (Mt.EFH Km),Actual,Month,5459.9124,Quarrying Ventures,1
12/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,8042.95284,Geomining Innovations,1
12/1/2020,Rate (Mt.EFH Km),Actual,Month,7565.02728,Geomining Innovations,1
12/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,5155.01628,Core Extraction Systems,1
12/1/2020,Rate (Mt.EFH Km),Actual,Month,4946.06352,Core Extraction Systems,1
12/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,4151.08272,Mineral Extraction Technologies,1
12/1/2020,Rate (Mt.EFH Km),Actual,Month,4305.40332,Mineral Extraction Technologies,1
12/1/2020,Coal Mined (Mt),Actual,Year-To-Date,76.03476,Deep Earth Exploration Unit,1000000
12/1/2020,Coal Mined (Mt),Actual,Month,4.97148,Deep Earth Exploration Unit,1000000
12/1/2020,Coal Mined (Mt),Plan,Year-To-Date,84.59016,Deep Earth Exploration Unit,1000000
1/1/2021,Rate (Mt.EFH Km),Actual,Month,4038.66672,Core Extraction Systems,1
1/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,3693.65736,Mineral Extraction Technologies,1
1/1/2021,Utility (%),Plan,Year-To-Date,42.37296,Deep Earth Exploration Unit,1
1/1/2021,Utility (%),Plan,Month,42.37296,Deep Earth Exploration Unit,1
1/1/2021,Coal Dry Mining (Mt),Actual,Month,1.6722,Deep Earth Exploration Unit,1000000
1/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,2.40516,Deep Earth Exploration Unit,1000000
1/1/2021,Coal Dry Mining (Mt),Plan,Month,2.40516,Deep Earth Exploration Unit,1000000
1/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,0.57312,ACME,1000000
1/1/2021,Coal Dry Mining (Mt),Actual,Month,0.57312,ACME,1000000
1/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,0.4218,ACME,1000000
1/1/2021,Coal Dry Mining (Mt),Plan,Month,0.4218,ACME,1000000
1/1/2021,Utility (%),Actual,Year-To-Date,45.85956,Deep Earth Exploration Unit,1
1/1/2021,Utility (%),Actual,Month,45.85956,Deep Earth Exploration Unit,1
1/1/2021,Rate (Mt.EFH Km),Actual,Month,3693.65736,Mineral Extraction Technologies,1
1/1/2021,Coal Mined (Mt),Actual,Year-To-Date,6.83256,Deep Earth Exploration Unit,1000000
1/1/2021,Coal Mined (Mt),Actual,Month,6.83256,Deep Earth Exploration Unit,1000000
1/1/2021,Coal Mined (Mt),Plan,Year-To-Date,7.02156,Deep Earth Exploration Unit,1000000
1/1/2021,Coal Mined (Mt),Plan,Month,7.02156,Deep Earth Exploration Unit,1000000
1/1/2021,Coal Mined (Mt),Actual,Year-To-Date,1.9338,ACME,1000000
1/1/2021,Coal Mined (Mt),Actual,Month,1.9338,ACME,1000000
1/1/2021,Coal Mined (Mt),Plan,Year-To-Date,1.87488,ACME,1000000
1/1/2021,Coal Mined (Mt),Plan,Month,1.87488,ACME,1000000
1/1/2021,Yield (%),Actual,Year-To-Date,38.2398,Deep Earth Exploration Unit,1
1/1/2021,Yield (%),Actual,Month,38.2398,Deep Earth Exploration Unit,1
1/1/2021,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
1/1/2021,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
1/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,1.6722,Deep Earth Exploration Unit,1000000
1/1/2021,Drills per Hour (TOH),Actual,Month,31369.46412,Pacific Surface Mining Solutions,1
1/1/2021,Drills per Hour (TOH),Actual,Month,24127.72692,Geomining Innovations,1
1/1/2021,Drills per Hour (TOH),Actual,Month,215.3586,Deep Earth Exploration Unit,1
1/1/2021,Drills per Hour (TOH),Actual,Month,128.38116,ACME,1
1/1/2021,Drills per Hour (TOH),Actual,Month,49352.67396,Rock Solid Enterprises,1
1/1/2021,Drills per Hour (TOH),Actual,Month,4728.12528,Core Extraction Systems,1
1/1/2021,Drills per Hour (TOH),Actual,Month,6616.74012,Mineral Extraction Technologies,1
1/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,5852.1516,Quarrying Ventures,1
1/1/2021,Rate (Mt.EFH Km),Actual,Month,5852.1516,Quarrying Ventures,1
1/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,8217.603,Geomining Innovations,1
1/1/2021,Rate (Mt.EFH Km),Actual,Month,8217.603,Geomining Innovations,1
2/1/2021,Coal Mined (Mt),Actual,Year-To-Date,3.64776,ACME,1000000
2/1/2021,Coal Mined (Mt),Actual,Month,1.71396,ACME,1000000
2/1/2021,Coal Dry Mining (Mt),Plan,Month,0.381,ACME,1000000
2/1/2021,Utility (%),Actual,Year-To-Date,46.3794,Deep Earth Exploration Unit,1
2/1/2021,Utility (%),Actual,Month,46.89924,Deep Earth Exploration Unit,1
2/1/2021,Utility (%),Plan,Year-To-Date,46.35252,Deep Earth Exploration Unit,1
2/1/2021,Utility (%),Plan,Month,50.33208,Deep Earth Exploration Unit,1
2/1/2021,Coal Mined (Mt),Plan,Year-To-Date,3.46428,ACME,1000000
2/1/2021,Coal Mined (Mt),Plan,Month,1.5894,ACME,1000000
2/1/2021,Yield (%),Actual,Year-To-Date,40.37112,Deep Earth Exploration Unit,1
2/1/2021,Yield (%),Actual,Month,42.50244,Deep Earth Exploration Unit,1
2/1/2021,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
2/1/2021,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
2/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,3.11112,Deep Earth Exploration Unit,1000000
2/1/2021,Coal Dry Mining (Mt),Actual,Month,1.43892,Deep Earth Exploration Unit,1000000
2/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,4.57764,Deep Earth Exploration Unit,1000000
2/1/2021,Coal Dry Mining (Mt),Plan,Month,2.17248,Deep Earth Exploration Unit,1000000
2/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,1.03056,ACME,1000000
2/1/2021,Coal Dry Mining (Mt),Actual,Month,0.45756,ACME,1000000
2/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,0.80292,ACME,1000000
2/1/2021,Drills per Hour (TOH),Actual,Month,31331.31252,Pacific Surface Mining Solutions,1
2/1/2021,Drills per Hour (TOH),Actual,Month,25226.26104,Geomining Innovations,1
2/1/2021,Drills per Hour (TOH),Actual,Month,206.26044,Deep Earth Exploration Unit,1
2/1/2021,Drills per Hour (TOH),Actual,Month,162.7572,ACME,1
2/1/2021,Drills per Hour (TOH),Actual,Month,49116.15432,Rock Solid Enterprises,1
2/1/2021,Drills per Hour (TOH),Actual,Month,7121.14896,Core Extraction Systems,1
2/1/2021,Drills per Hour (TOH),Actual,Month,6047.64696,Mineral Extraction Technologies,1
2/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,6018.60432,Quarrying Ventures,1
2/1/2021,Rate (Mt.EFH Km),Actual,Month,6198.98472,Quarrying Ventures,1
2/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,7747.03488,Geomining Innovations,1
2/1/2021,Rate (Mt.EFH Km),Actual,Month,7192.53504,Geomining Innovations,1
2/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,3708.0852,Core Extraction Systems,1
2/1/2021,Rate (Mt.EFH Km),Actual,Month,3345.30636,Core Extraction Systems,1
2/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,3511.2918,Mineral Extraction Technologies,1
2/1/2021,Rate (Mt.EFH Km),Actual,Month,3309.38712,Mineral Extraction Technologies,1
2/1/2021,Coal Mined (Mt),Actual,Year-To-Date,12.89268,Deep Earth Exploration Unit,1000000
2/1/2021,Coal Mined (Mt),Actual,Month,6.06,Deep Earth Exploration Unit,1000000
2/1/2021,Coal Mined (Mt),Plan,Year-To-Date,13.36068,Deep Earth Exploration Unit,1000000
3/1/2021,Coal Mined (Mt),Actual,Year-To-Date,5.67624,ACME,1000000
3/1/2021,Coal Mined (Mt),Actual,Month,2.02848,ACME,1000000
3/1/2021,Coal Dry Mining (Mt),Plan,Month,0.4218,ACME,1000000
3/1/2021,Utility (%),Actual,Year-To-Date,47.74428,Deep Earth Exploration Unit,1
3/1/2021,Utility (%),Actual,Month,50.47416,Deep Earth Exploration Unit,1
3/1/2021,Utility (%),Plan,Year-To-Date,47.67036,Deep Earth Exploration Unit,1
3/1/2021,Utility (%),Plan,Month,50.3058,Deep Earth Exploration Unit,1
3/1/2021,Coal Mined (Mt),Plan,Year-To-Date,5.22396,ACME,1000000
3/1/2021,Coal Mined (Mt),Plan,Month,1.75968,ACME,1000000
3/1/2021,Yield (%),Actual,Year-To-Date,38.54412,Deep Earth Exploration Unit,1
3/1/2021,Yield (%),Actual,Month,34.88988,Deep Earth Exploration Unit,1
3/1/2021,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
3/1/2021,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
3/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,5.61852,Deep Earth Exploration Unit,1000000
3/1/2021,Coal Dry Mining (Mt),Actual,Month,1.62876,Deep Earth Exploration Unit,1000000
3/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,6.9828,Deep Earth Exploration Unit,1000000
3/1/2021,Coal Dry Mining (Mt),Plan,Month,2.40516,Deep Earth Exploration Unit,1000000
3/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,1.66992,ACME,1000000
3/1/2021,Coal Dry Mining (Mt),Actual,Month,0.63936,ACME,1000000
3/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,1.22472,ACME,1000000
3/1/2021,Drills per Hour (TOH),Actual,Month,31519.25088,Pacific Surface Mining Solutions,1
3/1/2021,Drills per Hour (TOH),Actual,Month,24354.46644,Geomining Innovations,1
3/1/2021,Drills per Hour (TOH),Actual,Month,219.90336,Deep Earth Exploration Unit,1
3/1/2021,Drills per Hour (TOH),Actual,Month,143.253,ACME,1
3/1/2021,Drills per Hour (TOH),Actual,Month,49759.17804,Rock Solid Enterprises,1
3/1/2021,Drills per Hour (TOH),Actual,Month,5914.47456,Core Extraction Systems,1
3/1/2021,Drills per Hour (TOH),Actual,Month,6802.87812,Mineral Extraction Technologies,1
3/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,5729.42016,Quarrying Ventures,1
3/1/2021,Rate (Mt.EFH Km),Actual,Month,5222.976,Quarrying Ventures,1
3/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,7979.0076,Geomining Innovations,1
3/1/2021,Rate (Mt.EFH Km),Actual,Month,8429.52816,Geomining Innovations,1
3/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,3757.94616,Core Extraction Systems,1
3/1/2021,Rate (Mt.EFH Km),Actual,Month,3851.07276,Core Extraction Systems,1
3/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,3697.8858,Mineral Extraction Technologies,1
3/1/2021,Rate (Mt.EFH Km),Actual,Month,4030.40412,Mineral Extraction Technologies,1
